SCAN changed=1 dry_run=True
DRY_UPDATE memory/areas/upharma-ops/2026-05-25.md b5e8beb8a24b94d513578edf99243768
DRY_UPDATE memory/areas/upharma-ops/2026-06-03_0555_dio_inventory_turnover_by_shop_learning.md 197c61ff0414f4bd356dd5ac5c5da6be
DRY_UPDATE memory/areas/upharma-ops/2026-06-02_abc_pareto_sku_learning.md 591d42bd3c059509def6b5d9478bef51
DRY_UPDATE memory/areas/upharma-ops/2026-05-25-khu-lam-viec-reporting-rule.md 15b9ccbc66616019e6dc0fa84f6b51e1
DRY_UPDATE memory/areas/upharma-ops/2026-05-31.md 3fced7e98f26af072d740aa5e8f702f1
DRY_UPDATE memory/areas/upharma-ops/2026-06-03_1710_chronic_care_crm_learning.md d85ac22fcd4da4520463c4556bdd7069
DRY_UPDATE memory/areas/upharma-ops/learning_sql_forecast_stock_20260602_2355.md 72dddf8771e92297c07f7eab8ba9c040
DRY_UPDATE memory/areas/upharma-ops/2026-06-03_promo_effect_guardrail_learning.md b04c40f82d08dfa8772c398904bd6c62
DRY_UPDATE memory/areas/upharma-ops/2026-05-30.md c270e8d87b9d886976b54f8715feccf4
DRY_UPDATE memory/areas/upharma-ops/2026-06-02_runrate_monthend_forecast_learning.md fb814f847e4733f7df074d6872377aa8
DRY_UPDATE memory/areas/upharma-ops/2026-06-04_0557_report_scripts_strftime_audit_learning.md 947dcb4fa754ab403e9b2cca631e2945
DRY_UPDATE memory/areas/upharma-ops/2026-06-02_aov_upsell_opportunity_learning.md 9b45bcfe025d390e98a1a61a71e623f4
DRY_UPDATE memory/areas/upharma-ops/2026-06-03_1625_product_mix_concentration_learning.md 02327f457455fc21803c973667afe342
DRY_UPDATE memory/areas/upharma-ops/2026-06-02-learning.md e500f853a2177691aca9d74c478729f3
DRY_UPDATE memory/areas/upharma-ops/2026-06-02_market_basket_cross_sell_learning.md f6be3da646eb60650332079c96de7881
DRY_UPDATE memory/areas/upharma-ops/2026-06-02_growth_decomposition_mom_learning.md ef77902074f3d31566a08e0218dde566
DRY_UPDATE memory/areas/upharma-ops/2026-06-03_0940_reorder_point_safety_stock_learning.md 0144da103c0b924aa0424a5c39a686c3
DRY_UPDATE memory/areas/upharma-ops/2026-06-03_staff_concentration_risk_learning.md c6f04cbf65f9a983865fb29bf709a82c
DRY_UPDATE memory/areas/upharma-ops/2026-06-04_0430_expiry_risk_deadstock_learning.md 02d5202977aac5ad27034a3dea2376dc
DRY_UPDATE memory/areas/upharma-ops/2026-06-03_2010_crm_contact_hygiene_learning.md 3c21548373a382da22c10f3aa56e4984
DRY_UPDATE memory/areas/upharma-ops/2026-06-03_profit_proxy_margin_learning.md 91a8fded3bc754cc8659db0dd1e9029e
DRY_UPDATE memory/areas/tech-ops/dify_local_runbook_20260604.md 0d42ff50caffab96b9f01faa3cd1bce4
DRY_UPDATE memory/areas/tech-ops/CAO_NORTH_STAR_20260604_2216.md d1d1e9b01c6e0164a83a4e55d8773dce
DRY_UPDATE memory/areas/tech-ops/SKILL_APP_REGISTRY.md db68720c867a206ea57c12f7f9ed5d57
DRY_UPDATE memory/areas/tech-ops/a2a_bus_canonical_policy.md 2258812aad4f6f5d7ac6d17776cde998
DRY_UPDATE memory/areas/tech-ops/producer-reviewer-schema-v1.md b76091f1203c9e00f21e288dc2a68d7b
DRY_UPDATE memory/areas/tech-ops/24-7-operating-mindset.md 3ec0fa6e0b37ab4ada10c67489e12f99
DRY_UPDATE memory/areas/tech-ops/CAO_SELF_DEVELOPMENT_PLAN_20260604_2226.md d3f75e91fa58867b34f728e3387257ac
DRY_UPDATE memory/areas/tech-ops/phase1_agent_hiring_setup_20260603.md a12384248454af05f27207866e392d24
DRY_UPDATE memory/areas/tech-ops/multi_agent_org_research_20260603.md e3f8548076707d4826f7151c8378dc81
DRY_UPDATE memory/areas/tech-ops/NOW_TIMEBOX_RULE_20260605_0919.md df4b338cb9ce2dcade3762d996015b3f
DRY_UPDATE memory/areas/tech-ops/evidence_execution_loop_rule_20260603.md 31da59f0873f66f577038f3bf1f45073
DRY_UPDATE memory/areas/tech-ops/KNOWLEDGE_PROCESS_V1_TOC_20260605_0024.md 072309f0e82fe04b21d89c1c46d227ca
DRY_UPDATE memory/areas/tech-ops/block_20260603_0800_1600_plan.md e3ff06b68b9bf00e329852004115a04c
DRY_UPDATE memory/areas/tech-ops/company_tree_online_product_studio_20260603.md 01f4462c90f5711f382d3d4388f1ab9a
DRY_UPDATE memory/areas/tech-ops/2026-05-29.md 51b20492c025742a44b640f5ad868ea1
DRY_UPDATE memory/areas/tech-ops/mandatory_report_checklist.md 3106fb722fb283da36641cb3b853a614
DRY_UPDATE memory/areas/tech-ops/freestyle_voice_eval_20260603.md 8f1ccd0dbad206562005187a01f04ba2
DRY_UPDATE memory/areas/tech-ops/TROLY_REVISED_MISSION_20260604_2200.md d374dc7e294212bf682e22ae4afe4dec
DRY_UPDATE memory/areas/tech-ops/2026-06-03.md d06d5f71e00826e32b33241d2ee0d9db
DRY_UPDATE memory/areas/tech-ops/KNOWLEDGE_PROCESS_V1_PACKAGE_20260605_0124.md 115b445a87a7f2a05ccea83631f93b89
DRY_UPDATE memory/areas/tech-ops/autonomous_ai_org_model_decision_20260603.md 790e962b50606fcbca3fb8fa24082b74
DRY_UPDATE memory/areas/tech-ops/second_brain_acceleration_plan_20260603.md 49b7c9c5e133898365102151a294c55f
DRY_UPDATE memory/areas/tech-ops/2026-06-02.md db52db0b9bb003b4ebb99e39522883b1
DRY_UPDATE memory/areas/tech-ops/CAO_SECOND_BRAIN_OPERATING_SYSTEM_20260604_2210.md 5ba2f730d46ed592ff1376b6ef83ea17
DRY_UPDATE memory/areas/tech-ops/company_online_growth_model_20260603.md 6bb5292deb662995c561ab806917a0ee
DRY_UPDATE memory/areas/tech-ops/workload_monitoring_policy.md 6a713a9c16c1dab6ba1a0fb5a3e27e2d
DRY_UPDATE memory/areas/tech-ops/TROLY_REPORT_STANDARD_20260604_2233.md db26efa3fd36b4f897db91225bc5f5fa
DRY_UPDATE memory/areas/tech-ops/ANTIGRAVITY_DIFY_UNBLOCK_TASK_20260604.md d15e31617cd26340acc2634387ec6a79
DRY_UPDATE memory/areas/tech-ops/CAO_TROLY_ROLE_BOUNDARY_20260604_2204.md 7ea8b7f7556ae87c9149086d937867b9
DRY_UPDATE memory/areas/tech-ops/2026-06-01.md 556422acc334fd7ab2ff12a4d2b5fd1b
DRY_UPDATE memory/areas/tech-ops/2026-06-03_ai_first_autonomy_rule.md 63125c9848bdad09ec75f9ec2a5da795
DRY_UPDATE memory/areas/tech-ops/PROCESS_SOP_INDEX_20260605_0324.md 3cb6193587a9b57f2c581750656c2855
DRY_UPDATE memory/areas/tech-ops/second_brain_health.md e26566378690a6479cd51cdec010c71f
DRY_UPDATE memory/areas/tech-ops/CAO_COMPANY_OPERATING_PLAN_20260604_2218.md f7bb3166801587f17660f65c4bbde738
DRY_UPDATE memory/areas/tech-ops/daily_knowledge_skill_review_rule_20260603.md 0143fc6105dda129dcea789444649cda
DRY_UPDATE memory/areas/tech-ops/2026-06-05.md 5e954baf413a4a891e8ee0a5d97ec07f
DRY_UPDATE memory/areas/tech-ops/2026-06-04.md d8544e1d6571b1de58a294b692a33a9b
DRY_UPDATE memory/areas/tech-ops/ACTIVE_GOALS.md b91cd814d2d2a6d1751fccbc28044fd1
DRY_UPDATE memory/areas/tech-ops/DIFY_COMPANY_AGENT_COORDINATION_20260604_2152.md 4761c526d5358f3680b8adc154d73f7a
DRY_UPDATE memory/areas/tech-ops/agent-collaboration-protocol.md 81e2ad50659d3a77f9c9ad356d69deca
DRY_UPDATE memory/areas/tech-ops/2026-06-03_critical_execution_reform.md 4d749f2983fbc3aafa80765dae4b1df9
DRY_UPDATE memory/areas/tech-ops/new_company_org_staffing_plan_20260603.md df72e1585c3c4095679c9db28d54dbaf
DRY_UPDATE memory/areas/tech-ops/8h_block_operating_rule_20260603.md 3f0317640200c85ce4c702887f286627
DRY_UPDATE memory/areas/tech-ops/company_productivity_reset_proposal_20260603.md e85b835ac4dabb2bca6dec7ef68cd988
DRY_UPDATE memory/areas/tech-ops/CAO_SUPERVISOR_OPERATING_MODEL.md f91062e565c743168ed81b44a6615e4d
DRY_UPDATE memory/areas/tech-ops/DIFY_USER_GUIDE_REQUEST_20260604_2312.md 24a40c404349796d8cf90322a9631dbb
DRY_UPDATE memory/areas/tech-ops/2026-05-31.md 067f22f1bd3d7679d01eaf874d681637
DRY_UPDATE memory/areas/tech-ops/daily_skill_review_template.md 72cdbc43a58e9219e71164561a9a5a69
DRY_UPDATE memory/areas/tech-ops/CAO_2_FOCUS_OPERATING_PLAN_20260604_2221.md 394a0b88e65c526b25cd03a3a6d59367
DRY_UPDATE memory/areas/tech-ops/CAO_OVERNIGHT_PLAN_TO_20260605_0800.md c99f7ee7cbf2f0338948061b60f25aa2
DRY_UPDATE memory/areas/tech-ops/OVERNIGHT_WORK_DIVISION_20260604_2238.md 840ed7cb11fbf8440024e5e817290cdb
DRY_UPDATE memory/areas/tech-ops/AGENT_TO_CAO_COMPLETION_GATE_20260605_0920.md e34d3622d2835f6382316df60fe2e2aa
DRY_UPDATE memory/areas/tech-ops/2026-05-30.md 298063bdbf616fa849dd1b7548b80b67
DRY_UPDATE memory/areas/tech-ops/DECISIONS.md 3e2467bbe687958e1533a9fa2a2f62a6
DRY_UPDATE memory/areas/tech-ops/HOURLY_BRIEF_20260605_0924.md d0bb6943bdb390aba0f55e327dae5af4
DRY_UPDATE memory/areas/render-automation/2026-06-03_1202_glassmorphism_caption_learning.md b704384d202d729083208ba4d7b86b77
DRY_UPDATE memory/areas/render-automation/product-watchlist.md cc0262b71ce38c21b37869555ab10789
DRY_UPDATE memory/areas/render-automation/2026-06-03_badivi_3reels_render.md fd171b23d9c1540a5f2c7766ab6d491d
DRY_UPDATE memory/areas/render-automation/2026-06-02_1159_xfade_audioduck_learning.md 49a76808135675d8c7015ae9e7a4dcd8
DRY_UPDATE memory/areas/render-automation/2026-06-04_2151_beatcut_caption_learning.md 689177ec34bb41901edc716288746692
DRY_UPDATE memory/areas/render-automation/2026-06-03_2235_luma_caption_learning.md ef882cf401a04e7e662182efc135015a
DRY_UPDATE memory/areas/render-automation/2026-06-05_0821_light_sweep_caption_learning.md 03f213a65b08ec43382dd3efc747e549
DRY_UPDATE memory/areas/render-automation/2026-06-02_2317_animated_lowerthird_broll_learning.md 1b7b50f284066dab439b30d28965bcd9
DRY_UPDATE memory/areas/render-automation/2026-06-03_1718_chromatic_pulse_caption_learning.md ec44e5b75208770ad231e575a3d36b6d
DRY_UPDATE memory/areas/render-automation/2026-06-02_1459_slide_transition_ducking_fixed_learning.md ee666eb8b68f1eb0db3232afbe019a4c
DRY_UPDATE memory/areas/render-automation/2026-06-03_2020_caption_bounce_safezone_learning.md 6a34fc4bf54bcf05bce9237edbb3b2b6
DRY_UPDATE memory/areas/render-automation/learning-progress.md 8561ada1a7de3c6ae42b5b05d16aeb53
DRY_UPDATE memory/areas/render-automation/2026-06-04_ass_karaoke_caption.md d1b048249a37eb7731bd39055078b8f4
DRY_UPDATE memory/areas/render-automation/2026-06-02_heartbeat_0512_caption_transition_learning.md 0f9bf86d170e0051409d0cc77153f071
DRY_UPDATE memory/areas/render-automation/2026-06-03_1633_masked_reveal_caption_learning.md 285ca9027aff50fb85bf411993699e2c
DRY_UPDATE memory/areas/render-automation/2026-06-04_1251_animated_highlight_caption_learning.md b5fd65f93ac31d2b17a5c9b74fa8dc3a
DRY_UPDATE memory/areas/render-automation/2026-05-26-tro-ly-model-learning-status.md a6387576c1e89ae0860e411e2f195168
DRY_UPDATE memory/areas/render-automation/2026-06-03_0047_parallax_text_shadow_learning.md 6ce898d390cec28e6a09249da1948bd8
DRY_UPDATE memory/areas/render-automation/2026-06-04_0005_safearea_subtitle_learning.md 5d1588acc23f04f09959c1f8e3c071f8
